Herd,Subspecies,Case #,Lab,Metadata file,Date sampled,Genotypes received,File,ID NAME,ID,Sample,BMS1117,BMS1117_2,TGLA53,TGLA53_2,BMC4214,BMC4214_2
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005806381,850,,89,93,132,136,187,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005806705,1070,,89,91,136,136,175,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005808816,958,,91,91,134,136,175,175
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005808929,851,,89,91,136,136,175,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005809524,882,,91,91,134,136,179,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005809834,852,,89,91,132,136,187,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005810023,853,,89,89,136,138,175,185
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005815226,948,,89,91,134,136,175,185
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005815532,962,,89,91,136,138,175,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005816268,1020,,91,91,136,136,181,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005817647,879,,91,91,136,136,187,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005817967,854,,89,91,136,138,179,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005818095,897,,89,89,136,136,175,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005820524,1041,,89,91,136,138,185,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002005823971,923,,89,91,136,136,175,187
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002006077645,885,,89,91,136,136,179,191
GNP,plains,,Davis,,,2022,MASTER_GNP bison_genetic data,989002006084611,1008,,91,93,136,138,175,175
GNP,plains,NCB5398,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5398,NCB5398,,91,91,136,136,179,187
GNP,plains,NCB5399,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5399,NCB5399,,89,89,136,136,175,187
GNP,plains,NCB5400,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5400,NCB5400,,91,91,136,136,185,185
GNP,plains,NCB5401,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5401,NCB5401,,89,91,136,136,175,175
GNP,plains,NCB5402,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5402,NCB5402,,91,91,138,138,175,185
GNP,plains,NCB5403,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5403,NCB5403,,89,91,134,136,175,175
GNP,plains,NCB5404,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5404,NCB5404,,91,91,136,136,185,187
GNP,plains,NCB5405,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5405,NCB5405,,89,91,134,138,175,187
GNP,plains,NCB5406,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5406,NCB5406,,91,91,136,136,175,187
GNP,plains,NCB5407,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5407,NCB5407,,89,93,138,138,175,185
GNP,plains,NCB5408,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5408,NCB5408,,89,91,136,136,179,185
GNP,plains,NCB5409,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5409,NCB5409,,91,93,136,136,185,185
GNP,plains,NCB5410,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5410,NCB5410,,91,91,136,138,185,187
GNP,plains,NCB5411,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5411,NCB5411,,89,93,134,138,179,187
GNP,plains,NCB5412,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5412,NCB5412,,89,91,136,138,179,185
GNP,plains,NCB5413,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5413,NCB5413,,89,91,136,138,187,187
GNP,plains,NCB5414,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5414,NCB5414,,91,91,136,136,187,187
GNP,plains,NCB5415,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5415,NCB5415,,89,91,136,136,175,185
GNP,plains,NCB5416,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5416,NCB5416,,91,91,136,138,175,187
GNP,plains,NCB5417,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5417,NCB5417,,89,91,134,138,185,185
GNP,plains,NCB5418,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5418,NCB5418,,89,89,136,138,175,185
GNP,plains,NCB5419,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5419,NCB5419,,89,91,138,138,175,187
GNP,plains,NCB5420,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5420,NCB5420,,89,91,138,138,185,187
GNP,plains,NCB5421,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5421,NCB5421,,89,91,136,138,187,187
GNP,plains,NCB5422,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5422,NCB5422,,89,91,136,138,175,185
GNP,plains,NCB5423,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5423,NCB5423,,91,91,136,136,175,187
GNP,plains,NCB5424,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5424,NCB5424,,91,91,136,138,175,187
GNP,plains,NCB5425,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5425,NCB5425,,89,91,136,138,179,185
GNP,plains,NCB5426,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5426,NCB5426,,91,91,136,136,175,187
GNP,plains,NCB5427,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5427,NCB5427,,89,91,136,136,185,187
GNP,plains,NCB5428,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5428,NCB5428,,89,91,136,138,185,185
GNP,plains,NCB5429,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5429,NCB5429,,91,91,136,138,187,187
GNP,plains,NCB5430,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5430,NCB5430,,91,91,136,136,175,175
GNP,plains,NCB5431,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5431,NCB5431,,91,91,136,136,175,187
GNP,plains,NCB5432,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5432,NCB5432,,89,91,136,136,175,187
GNP,plains,NCB5433,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5433,NCB5433,,89,91,136,138,175,187
GNP,plains,NCB5434,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5434,NCB5434,,91,91,136,136,185,187
GNP,plains,NCB5435,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5435,NCB5435,,89,89,134,136,175,187
GNP,plains,NCB5436,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5436,NCB5436,,91,93,136,138,185,187
GNP,plains,NCB5437,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5437,NCB5437,,91,91,136,136,179,185
GNP,plains,NCB5438,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5438,NCB5438,,91,91,136,138,175,175
GNP,plains,NCB5439,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5439,NCB5439,,91,91,136,136,187,187
GNP,plains,NCB5440,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5440,NCB5440,,89,91,134,138,181,187
GNP,plains,NCB5441,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5441,NCB5441,,89,91,134,138,179,187
GNP,plains,NCB5442,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5442,NCB5442,,91,91,136,136,179,181
GNP,plains,NCB5443,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5443,NCB5443,,91,91,138,138,185,187
GNP,plains,NCB5444,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5444,NCB5444,,89,91,134,138,175,175
GNP,plains,NCB5445,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5445,NCB5445,,89,91,136,138,175,185
GNP,plains,NCB5446,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5446,NCB5446,,91,91,136,136,185,187
GNP,plains,NCB5447,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5447,NCB5447,,89,89,136,136,175,187
GNP,plains,NCB5448,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5448,NCB5448,,89,91,136,138,185,187
GNP,plains,NCB5449,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5449,NCB5449,,89,91,136,138,187,187
GNP,plains,NCB5450,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5450,NCB5450,,89,89,136,136,187,187
GNP,plains,NCB5451,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5451,NCB5451,,89,91,136,138,175,179
GNP,plains,NCB5452,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5452,NCB5452,,91,91,134,136,175,185
GNP,plains,NCB5453,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5453,NCB5453,,89,89,136,138,179,187
GNP,plains,NCB5454,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5454,NCB5454,,91,91,136,136,179,187
GNP,plains,NCB5455,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5455,NCB5455,,91,91,136,136,175,187
GNP,plains,NCB5456,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5456,NCB5456,,89,91,136,136,179,187
GNP,plains,NCB5457,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5457,NCB5457,,89,91,136,138,187,191
GNP,plains,NCB5458,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5458,NCB5458,,89,91,134,136,175,179
GNP,plains,NCB5459,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5459,NCB5459,,89,91,134,138,187,187
GNP,plains,NCB5460,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5460,NCB5460,,89,91,136,138,187,187
GNP,plains,NCB5461,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5461,NCB5461,,91,91,138,138,179,187
GNP,plains,NCB5462,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5462,NCB5462,,91,91,136,138,175,185
GNP,plains,NCB5463,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5463,NCB5463,,89,89,136,138,187,187
GNP,plains,NCB5464,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5464,NCB5464,,89,89,134,138,175,185
GNP,plains,NCB5465,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5465,NCB5465,,91,91,136,136,175,175
GNP,plains,NCB5466,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5466,NCB5466,,91,91,136,136,175,187
GNP,plains,NCB5467,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5467,NCB5467,,89,91,136,138,179,187
GNP,plains,NCB5468,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5468,NCB5468,,89,89,136,138,187,187
GNP,plains,NCB5469,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5469,NCB5469,,91,91,136,136,185,187
GNP,plains,NCB5470,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5470,NCB5470,,89,91,136,138,175,187
GNP,plains,NCB5471,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5471,NCB5471,,89,91,136,138,175,187
GNP,plains,NCB5472,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5472,NCB5472,,89,91,136,136,187,187
GNP,plains,NCB5473,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5473,NCB5473,,89,91,138,138,185,187
GNP,plains,NCB5474,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5474,NCB5474,,89,91,134,136,179,179
GNP,plains,NCB5475,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5475,NCB5475,,89,91,134,136,187,191
GNP,plains,NCB5476,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5476,NCB5476,,89,91,136,138,187,187
GNP,plains,NCB5477,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5477,NCB5477,,91,91,136,136,187,187
GNP,plains,NCB5478,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5478,NCB5478,,89,89,136,138,179,185
GNP,plains,NCB5479,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5479,NCB5479,,89,91,138,138,175,175
GNP,plains,NCB5480,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5480,NCB5480,,89,91,136,136,187,187
GNP,plains,NCB5481,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5481,NCB5481,,89,89,134,136,179,179
GNP,plains,NCB5482,Davis,,,20-Feb-24,NCB5398_5482_Diversity Report,NCB5482,NCB5482,,89,91,138,138,175,187
OMOHB,plains,EIB77,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,1,165,,91,91,136,140,185,187
OMOHB,plains,EIB78,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,2,166,,91,91,140,140,185,187
OMOHB,plains,EIB79,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,3,167,,91,93,138,140,185,187
OMOHB,plains,EIB80,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,5,168,,91,91,134,136,185,185
OMOHB,plains,EIB81,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,6,169,,89,91,134,136,179,185
OMOHB,plains,EIB82,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,8,170,,89,89,138,138,185,187
OMOHB,plains,EIB83,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,9,171,,91,91,138,140,185,187
OMOHB,plains,EIB84,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,10,172,,91,91,136,138,175,187
OMOHB,plains,EIB85,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,11,173,,91,91,136,138,181,181
OMOHB,plains,EIB86,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,14,174,,89,91,136,138,175,179
OMOHB,plains,EIB87,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,16,175,,89,91,136,138,187,187
OMOHB,plains,EIB88,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,18,176,,91,91,136,136,187,187
OMOHB,plains,EIB89,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,20,177,,89,91,136,136,175,175
OMOHB,plains,EIB90,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,21,178,,91,91,138,140,185,185
OMOHB,plains,EIB91,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,23,179,,91,91,136,140,185,187
OMOHB,plains,EIB92,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,26,180,,89,91,136,138,175,187
OMOHB,plains,EIB93,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,28,181,,91,91,136,136,181,187
OMOHB,plains,EIB94,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,29,182,,91,91,134,138,175,185
OMOHB,plains,EIB95,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,30,183,,89,91,136,138,175,185
OMOHB,plains,EIB96,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,31,184,,91,91,136,136,185,187
OMOHB,plains,EIB97,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,32,185,,89,93,136,138,179,187
OMOHB,plains,EIB98,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,33,186,,89,91,138,138,181,185
OMOHB,plains,EIB99,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,34,187,,89,91,136,138,175,187
OMOHB,plains,EIB100,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,35,140,,89,89,136,136,185,187
OMOHB,plains,EIB101,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,36,141,,91,91,134,136,185,185
OMOHB,plains,EIB102,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,37,142,,91,91,136,136,185,187
OMOHB,plains,EIB103,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,38,143,,91,91,136,140,181,187
OMOHB,plains,EIB104,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,39,144,,89,93,136,136,187,187
OMOHB,plains,EIB105,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,40,145,,91,91,134,136,179,185
OMOHB,plains,EIB106,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,41,146,,89,91,136,140,179,185
OMOHB,plains,EIB107,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,42,147,,89,91,134,136,187,187
OMOHB,plains,EIB108,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,43,148,,89,89,136,138,185,187
OMOHB,plains,EIB109,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,44,149,,89,91,136,138,185,187
OMOHB,plains,EIB110,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,45,150,,91,91,134,136,185,185
OMOHB,plains,EIB111,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,46,151,,89,91,136,138,175,175
OMOHB,plains,EIB112,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,48,152,,89,91,134,140,185,185
OMOHB,plains,EIB113,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,49,153,,91,91,134,136,179,185
OMOHB,plains,EIB114,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,50,154,,89,89,136,138,175,187
OMOHB,plains,EIB115,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,51,155,,89,89,136,138,175,187
OMOHB,plains,EIB116,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,52,156,,89,91,134,140,185,187
OMOHB,plains,EIB117,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,53,157,,89,91,136,140,175,185
OMOHB,plains,EIB118,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,55,158,,89,91,134,136,185,187
OMOHB,plains,EIB119,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,56,159,,89,91,136,136,175,185
OMOHB,plains,EIB120,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,60,160,,89,91,136,136,187,187
OMOHB,plains,EIB121,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,61,161,,91,91,138,140,185,187
OMOHB,plains,EIB122,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,62,162,,91,91,136,136,175,185
OMOHB,plains,EIB123,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,63,163,,89,91,136,140,185,185
OMOHB,plains,EIB124,Davis,OMB_Bison Samples_worksheet,2019,2021,EIB77_773_Parks Canada_Results,65,164,,89,91,136,138,185,185
PANP,plains,EIB533,Davis,,,2021,EIB77_773_Parks Canada_Results,1,224,,89,91,136,136,185,187
PANP,plains,EIB447,Davis,all samples,2010,2021,EIB77_773_Parks Canada_Results,10,196,,91,91,136,142,185,187
PANP,plains,EIB455,Davis,all samples,2010,2021,EIB77_773_Parks Canada_Results,11,204,,91,91,136,138,185,185
PANP,plains,EIB445,Davis,all samples,2010,2021,EIB77_773_Parks Canada_Results,13,194,,91,91,136,136,187,187
PANP,plains,EIB552,Davis,,,2021,EIB77_773_Parks Canada_Results,19,236,,89,91,136,136,185,187
PANP,plains,EIB779,Davis,all samples,,2021,EIB78_815_Parks Canada_Results 10-01-2021,31,238,,89,91,136,142,185,187
PANP,plains,EIB463,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,32,212,,91,91,142,142,187,187
PANP,plains,EIB786,Davis,all samples,,2021,EIB78_815_Parks Canada_Results 10-01-2026,34,243,,91,91,136,142,187,187
PANP,plains,EIB465,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,37,214,,89,91,142,142,185,187
PANP,plains,EIB785,Davis,all samples,,2021,EIB78_815_Parks Canada_Results 10-01-2025,37,242,,89,91,142,142,185,187
PANP,plains,EIB782,Davis,all samples,,2021,EIB78_815_Parks Canada_Results 10-01-2023,38,240,,89,91,142,142,185,187
PANP,plains,EIB774,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,40,237,,91,91,136,142,185,187
PANP,plains,EIB450,Davis,all samples,2012,2021,EIB77_773_Parks Canada_Results,41,199,,91,91,136,142,185,187
PANP,plains,EIB454,Davis,all samples,2012,2021,EIB77_773_Parks Canada_Results,42,203,,89,91,136,136,185,187
PANP,plains,EIB452,Davis,all samples,2013,2021,EIB77_773_Parks Canada_Results,43,201,,89,91,136,136,185,187
PANP,plains,EIB449,Davis,all samples,2013,2021,EIB77_773_Parks Canada_Results,44,198,,91,91,136,138,187,187
PANP,plains,EIB448,Davis,all samples,2013,2021,EIB77_773_Parks Canada_Results,45,197,,91,91,136,136,187,187
PANP,plains,EIB473,Davis,all samples,2014,2021,EIB77_773_Parks Canada_Results,94,222,,91,91,138,142,187,187
PANP,plains,EIB451,Davis,all samples,2014,2021,EIB77_773_Parks Canada_Results,95,200,,89,91,136,142,185,187
PANP,plains,EIB472,Davis,all samples,2014,2021,EIB77_773_Parks Canada_Results,96,221,,91,91,136,142,185,187
PANP,plains,EIB474,Davis,all samples,2014,2021,EIB77_773_Parks Canada_Results,97,223,,91,91,136,142,185,187
PANP,plains,EIB783,Davis,all samples,,2021,EIB78_815_Parks Canada_Results 10-01-2024,125,241,,89,89,136,142,187,187
PANP,plains,EIB469,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,129,218,,91,91,136,142,185,187
PANP,plains,EIB467,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,131,216,,89,91,136,136,185,185
PANP,plains,EIB466,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,132,215,,89,91,138,142,187,187
PANP,plains,EIB471,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,133,220,,89,91,136,142,185,187
PANP,plains,EIB464,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,134,213,,89,91,142,142,185,187
PANP,plains,EIB468,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,135,217,,89,91,136,142,187,187
PANP,plains,EIB461,Davis,all samples,2019,2021,EIB77_773_Parks Canada_Results,151,210,,91,91,136,142,187,187
PANP,plains,EIB459,Davis,all samples,2019,2021,EIB77_773_Parks Canada_Results,152,208,,91,91,142,142,187,187
PANP,plains,EIB462,Davis,all samples,2019,2021,EIB77_773_Parks Canada_Results,153,211,,89,91,136,136,185,187
PANP,plains,EIB457,Davis,all samples,2019,2021,EIB77_773_Parks Canada_Results,154,206,,89,91,142,142,185,185
PANP,plains,EIB458,Davis,all samples,2019,2021,EIB77_773_Parks Canada_Results,155,207,,91,91,136,142,187,187
PANP,plains,EIB456,Davis,all samples,2019,2021,EIB77_773_Parks Canada_Results,156,205,,89,89,136,142,185,187
PANP,plains,EIB460,Davis,all samples,2019,2021,EIB77_773_Parks Canada_Results,157,209,,91,91,136,142,185,187
PANP,plains,EIB453,Davis,all samples,2012,2021,EIB77_773_Parks Canada_Results,514,202,,91,91,136,136,187,187
PANP,plains,EIB446,Davis,,,2021,EIB77_773_Parks Canada_Results,517,195,,89,89,136,142,187,187
PANP,plains,EIB780,Davis,all samples,,2021,EIB78_815_Parks Canada_Results 10-01-2022,519,239,,89,91,136,136,185,187
PANP,plains,EIB546,Davis,,,2021,EIB77_773_Parks Canada_Results,10A,235,,91,91,136,136,187,187
PANP,plains,EIB470,Davis,all samples,2018,2021,EIB77_773_Parks Canada_Results,124A,219,,89,91,136,138,185,187
PANP,plains,EIB534,Davis,,,2021,EIB77_773_Parks Canada_Results,2A,225,,91,91,136,136,185,187
PANP,plains,EIB535,Davis,,,2021,EIB77_773_Parks Canada_Results,2B,226,,89,91,136,142,185,187
PANP,plains,EIB536,Davis,,,2021,EIB77_773_Parks Canada_Results,3B,227,,89,89,136,142,187,187
PANP,plains,EIB538,Davis,,,2021,EIB77_773_Parks Canada_Results,5B,228,,89,91,136,142,185,185
PANP,plains,EIB539,Davis,,,2021,EIB77_773_Parks Canada_Results,6B,229,,89,89,136,142,187,187
PANP,plains,EIB540,Davis,,,2021,EIB77_773_Parks Canada_Results,7A,230,,91,91,136,142,185,187
PANP,plains,EIB541,Davis,,,2021,EIB77_773_Parks Canada_Results,7B,231,,89,91,136,142,187,187
PANP,plains,EIB543,Davis,,,2021,EIB77_773_Parks Canada_Results,8B,232,,89,91,142,142,185,187
PANP,plains,EIB544,Davis,,,2021,EIB77_773_Parks Canada_Results,9A,233,,91,91,142,142,185,185
PANP,plains,EIB545,Davis,,,2021,EIB77_773_Parks Canada_Results,9B,234,,89,91,138,142,187,187
PANP,plains,EIB387,Davis,all samples,1999,2021,EIB77_773_Parks Canada_Results,cow,192,,91,91,142,142,185,185
PANP,plains,EIB381,Davis,all samples,1999,2021,EIB77_773_Parks Canada_Results,Prince Albert NP 1,188,,91,91,136,142,187,187
PANP,plains,EIB382,Davis,all samples,1999,2021,EIB77_773_Parks Canada_Results,Prince Albert NP 2,189,,89,91,136,136,185,187
PANP,plains,EIB383,Davis,all samples,1999,2021,EIB77_773_Parks Canada_Results,Prince Albert NP 3,190,,91,91,136,136,185,187
PANP,plains,EIB385,Davis,all samples,2000,2021,EIB77_773_Parks Canada_Results,Prince Albert NP 5,191,,89,91,142,142,185,187
PANP,plains,EIB388,Davis,,,2021,EIB77_773_Parks Canada_Results,SN,193,,89,91,136,136,185,185
PM,plains,EIB361,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,50236,244,,91,93,136,136,175,187
PM,plains,EIB362,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,54036,245,,89,91,136,138,175,181
PM,plains,EIB363,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,54298,246,,89,91,134,138,185,187
PM,plains,EIB364,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,54299,247,,91,91,136,136,175,175
